,age,gender,occupation,line_of_work,time_bp,time_dp,travel_time,easeof_online,home_env,prod_inc,sleep_bal,new_skill,fam_connect,relaxed,self_time,like_hw,dislike_hw,prefer,certaindays_hw,Unnamed: 19,time_bp.1,travel+work
355,26-32,Female,Working Professional,Teaching,7,7,1.5,3,3,0.0,0.0,0.0,0.5,0.0,0.0,1000,1000,Work/study from home,Yes,,7,
356,40-50,Female,Entrepreneur,,9,9,0.5,1,1,0.0,0.0,-0.5,1.0,1.0,0.0,1001,10,Work/study from home,Yes,,9,
357,26-32,Male,Working Professional,Engineering,9,12,2.5,3,3,-0.5,0.0,-1.0,0.0,0.0,-0.5,1101,1010,Complete Physical Attendance,Maybe,,9,
358,50-60,Female,Entrepreneur,,5,5,0.5,3,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1111,Work/study from home,Maybe,,5,
359,40-50,Male,Working Professional,Engineering,9,9,0.5,3,4,0.0,0.0,0.5,0.5,0.0,0.5,1000,1,Complete Physical Attendance,Yes,,9,
360,26-32,Male,Working Professional,Teaching,7,9,0.5,3,4,0.5,-0.5,-0.5,-1.0,-0.5,-0.5,1011,1100,Complete Physical Attendance,Yes,,7,
361,50-60,Female,Working Professional,Teaching,5,11,0.5,1,1,0.5,0.5,1.0,1.0,1.0,0.0,100,100,Work/study from home,Maybe,,5,
362,26-32,Male,Working Professional,Engineering,7,9,2.5,3,3,0.5,0.5,0.5,1.0,0.0,0.5,1100,1110,Complete Physical Attendance,Maybe,,7,
363,40-50,Male,Working Professional,Engineering,9,11,1.5,1,1,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1000,1,Work/study from home,Yes,,9,
364,33-40,Female,Working Professional,Teaching,9,11,0.5,3,4,-0.5,-0.5,-0.5,0.5,-0.5,0.0,1000,1101,Complete Physical Attendance,No,,9,
365,33-40,Male,Working Professional,Engineering,11,12,1.5,3,1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1000,Complete Physical Attendance,Maybe,,11,
366,33-40,Male,Entrepreneur,,5,4,0.5,1,2,0.0,-1.0,0.5,0.5,0.5,-0.5,1000,100,Complete Physical Attendance,No,,5,
367,19-25,Male,Student in College,,7,9,0.5,5,4,0.0,-0.5,0.0,0.0,-0.5,0.0,1000,1110,Complete Physical Attendance,Yes,,7,
368,50-60,Male,Working Professional,Government Employee,7,7,1.5,3,4,0.5,0.0,0.5,1.0,0.5,0.5,1000,1100,Complete Physical Attendance,No,,7,
369,26-32,Male,Working Professional,Engineering,9,12,0.5,5,1,0.5,-1.0,-1.0,0.5,-0.5,-0.5,110,1111,Complete Physical Attendance,Yes,,9,
370,33-40,Male,Working Professional,Government Employee,5,4,0.5,3,2,-0.5,0.5,0.5,1.0,0.5,0.0,100,1101,Complete Physical Attendance,Maybe,,5,
371,40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,,9,
372,33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,
373,33-40,Female,Homemaker,,5,9,0.5,5,3,0.5,-0.5,0.0,1.0,-0.5,-0.5,100,100,Work/study from home,Yes,,5,
374,26-32,Male,Currently Out of Work,,5,4,2.5,4,4,-1.0,0.5,0.0,0.5,-0.5,-0.5,100,1101,Complete Physical Attendance,No,,5,
375,26-32,Female,Working Professional,Teaching,7,9,1.5,2,3,0.5,-1.0,0.0,0.0,-0.5,-0.5,100,1101,Complete Physical Attendance,Maybe,,7,
376,26-32,Female,Working Professional,Teaching,7,9,0.5,4,3,0.0,0.0,-0.5,0.0,-0.5,-1.0,100,1101,Complete Physical Attendance,No,,7,
377,40-50,Male,Working Professional,Management,11,9,1.5,2,1,0.0,-0.5,0.5,0.5,0.5,0.5,1100,1100,Work/study from home,Yes,,11,
378,50-60,Female,Working Professional,Government Employee,7,5,2.5,1,3,0.0,0.0,0.0,0.0,0.5,0.5,1100,100,Work/study from home,Yes,,7,
379,40-50,Male,Working Professional,Engineering,9,9,1.5,3,4,0.0,-0.5,0.0,-0.5,0.0,-0.5,1000,1000,Work/study from home,Yes,,9,
380,50-60,Male,Working Professional,Engineering,7,7,1.5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Work/study from home,Maybe,,7,
381,40-50,Male,Working Professional,Engineering,7,7,0.5,2,3,1.0,0.0,0.0,0.5,0.5,0.0,1111,1011,Work/study from home,Yes,,7,
382,50-60,Female,Medical Professional aiding efforts against COVID-19,,7,5,0.5,3,2,-0.5,-0.5,0.5,-0.5,-0.5,0.5,1100,1,Complete Physical Attendance,No,,7,
383,40-50,Female,Homemaker,,7,9,0.5,1,3,-0.5,-0.5,-1.0,-1.0,-1.0,-1.0,1100,110,Complete Physical Attendance,Yes,,7,
384,33-40,Male,Working Professional,Management,9,9,2.5,3,1,0.0,0.0,0.0,0.5,0.0,0.0,1101,1001,Work/study from home,Maybe,,9,
385,50-60,Male,Working Professional,Government Employee,9,9,1.5,2,5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1,1000,Complete Physical Attendance,Maybe,,9,
386,26-32,Male,Working Professional,Engineering,7,12,0.5,3,5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1100,Complete Physical Attendance,No,,7,
387,50-60,Male,Working Professional,Engineering,7,9,0.5,4,4,0.0,0.0,0.5,0.5,0.0,0.5,1000,11,Work/study from home,Yes,,7,
388,40-50,Male,Working Professional,Engineering,5,5,0.5,2,2,0.5,-0.5,0.5,0.5,0.5,0.5,1100,101,Work/study from home,Yes,,5,
389,33-40,Male,Working Professional,Other,9,9,0.5,2,3,0.5,-0.5,0.0,1.0,0.5,0.0,1110,110,Complete Physical Attendance,Yes,,9,
390,50-60,Female,Homemaker,,4,4,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Complete Physical Attendance,No,,4,
391,50-60,Male,Entrepreneur,,9,12,0.5,1,2,0.0,-0.5,0.5,0.5,0.0,-0.5,1000,1000,Work/study from home,Yes,,9,
392,50-60,Male,Working Professional,Government Employee,9,9,0.5,3,2,0.0,0.0,-0.5,-0.5,-0.5,-0.5,1,1111,Complete Physical Attendance,Maybe,,9,
393,50-60,Male,Working Professional,Engineering,9,9,1.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1000,11,Work/study from home,Yes,,9,
394,50-60,Male,Currently Out of Work,,11,4,1.5,2,4,0.0,-0.5,-1.0,0.0,-0.5,0.0,101,1001,Work/study from home,Yes,,11,
395,50-60,Male,Working Professional,Government Employee,7,5,1.5,4,4,-0.5,0.0,0.0,-0.5,-0.5,0.0,10,100,Complete Physical Attendance,Maybe,,7,
396,33-40,Male,Working Professional,Other,9,9,0.5,2,3,0.5,-0.5,0.0,1.0,0.5,0.0,1110,110,Complete Physical Attendance,Yes,,9,
397,33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,,5,
398,26-32,Female,Entrepreneur,,5,9,1.5,1,2,0.5,0.0,0.5,0.5,-0.5,-0.5,100,11,Complete Physical Attendance,Maybe,,5,
399,26-32,Male,Entrepreneur,,7,9,1.5,1,2,1.0,-0.5,0.5,-0.5,-0.5,0.0,100,1001,Complete Physical Attendance,Yes,,7,
400,40-50,Male,Working Professional,Management,9,11,1.5,4,2,-0.5,-0.5,0.5,1.0,0.5,0.5,1100,1111,Complete Physical Attendance,No,,9,
401,19-25,Male,Student in College,,12,11,1.5,2,3,0.0,-0.5,0.0,0.0,-0.5,0.5,1000,1111,Work/study from home,Yes,,12,
402,50-60,Female,Working Professional,Teaching,7,7,2.5,5,4,-0.5,0.5,0.5,1.0,0.5,0.5,1001,1010,Complete Physical Attendance,No,,7,
403,40-50,Female,Medical Professional aiding efforts against COVID-19,,12,12,1.5,3,2,-0.5,-0.5,-1.0,-1.0,-1.0,-0.5,1100,1111,Complete Physical Attendance,No,,12,
404,50-60,Male,Medical Professional aiding efforts against COVID-19,,12,12,2.5,3,3,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1100,1100,Complete Physical Attendance,No,,12,
405,19-25,Male,Student in College,,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,,7,
406,12-18,Male,Student in College,,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,,5,
407,19-25,Male,Student in College,,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,,5,
408,12-18,Male,Student in College,,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,,7,
409,33-40,Male,Working Professional,Engineering,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,,9,
410,19-25,Male,Student in College,,11,12,3.0,3,4,0.5,-1.0,0.0,-0.5,-1.0,-0.5,1010,1111,Complete Physical Attendance,No,,11,
411,19-25,Male,Student in College,,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,,7,
412,19-25,Male,Working Professional,Teaching,9,9,0.5,1,3,-0.5,-0.5,0.5,1.0,1.0,1.0,1100,1100,Work/study from home,Yes,,9,
413,19-25,Female,Entrepreneur,,5,11,0.5,1,1,1.0,-1.0,1.0,1.0,1.0,1.0,1111,10,Work/study from home,Yes,,5,
414,26-32,Female,Working Professional,Management,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Complete Physical Attendance,No,,9,
415,19-25,Male,Student in College,,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Work/study from home,Yes,,7,
416,19-25,Male,Working Professional,Engineering,9,11,0.5,4,5,0.0,-0.5,0.5,0.5,0.0,0.5,110,1101,Complete Physical Attendance,Yes,,9,
417,19-25,Male,Working Professional,Management,7,9,0.5,3,2,1.0,-1.0,-0.5,-1.0,-0.5,0.0,1000,1100,Complete Physical Attendance,Yes,,7,
418,19-25,Male,Working Professional,Engineering,4,4,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,101,Complete Physical Attendance,Yes,,4,
419,12-18,Male,Student in School,,11,7,0.5,2,3,0.5,1.0,-0.5,0.5,0.5,0.5,1,100,Work/study from home,Yes,,11,
420,19-25,Male,Student in College,,7,5,1.5,3,4,0.0,-1.0,-0.5,-0.5,-1.0,0.0,1011,1100,Complete Physical Attendance,Yes,,7,
421,19-25,Male,Student in College,,7,11,0.5,5,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100,1111,Complete Physical Attendance,Maybe,,7,
422,19-25,Male,Student in College,,5,7,1.5,1,5,0.5,-0.5,1.0,0.5,0.5,1.0,1010,1110,Work/study from home,Yes,,5,
423,12-18,Male,Student in School,,7,11,0.5,4,2,0.5,1.0,0.5,1.0,0.0,0.5,1000,1000,Complete Physical Attendance,No,,7,
424,50-60,Male,Working Professional,Engineering,9,9,1.5,1,3,0.0,0.0,0.5,0.0,-0.5,-0.5,1111,1110,Work/study from home,Yes,,9,
425,19-25,Male,Student in College,,9,7,0.5,3,3,-1.0,-0.5,-1.0,-1.0,-1.0,-1.0,1010,1,Work/study from home,Yes,,9,
426,26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,
427,26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,
428,33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,,5,
429,40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,,9,
430,33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,
431,26-32,Male,Working Professional,Other,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,
432,50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
433,40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
434,26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,
435,26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,
436,33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,,5,
437,40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,,9,
438,33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,
439,26-32,Male,Working Professional,Other,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,
440,50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
441,40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
442,26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,
443,26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,
444,33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,,5,
445,40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,,9,
446,33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,
447,26-32,Male,Working Professional,Other,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,
448,50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
449,40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
450,26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,
451,26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,
452,33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,,5,
453,40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,,9,
454,33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,
455,26-32,Male,Working Professional,Other,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,
456,50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
457,40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
458,26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,
459,26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,
460,33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,,5,
461,40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,,9,
462,33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,
463,26-32,Male,Working Professional,Other,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,
464,50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
465,40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
466,26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,
467,26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,
468,33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,,5,
469,40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,,9,
470,33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,
471,26-32,Male,Working Professional,Other,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,
472,50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
473,40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
474,26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,
475,26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,
476,33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,,5,
477,40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,,9,
478,33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,
479,26-32,Male,Working Professional,Other,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,
480,50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
481,40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
482,60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,
483,50-60,Female,Homemaker,,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
484,26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,
485,26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
486,40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
487,26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,
488,33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,,5,
489,40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,,9,
490,33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,
491,26-32,Male,Working Professional,Other,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,
492,50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
493,40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
494,60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,
495,50-60,Female,Homemaker,,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
496,26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,
497,26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
498,40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
499,26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,
500,33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,,5,
501,40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,,9,
502,33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,
503,26-32,Male,Working Professional,Other,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,
504,50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
505,40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
506,60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,
507,50-60,Female,Homemaker,,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
508,26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,
509,26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
510,40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
511,26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,
512,33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,,5,
513,40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,,9,
514,33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,
515,26-32,Male,Working Professional,Other,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,
516,50-60,Female,Working Professional,Teaching,7,9,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,
517,40-50,Female,Working Professional,Teaching,7,7,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,
518,60+,Male,Currently Out of Work,,9,5,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,
519,50-60,Female,Homemaker,,5,12,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,
520,26-32,Female,Entrepreneur,,5,9,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,
521,26-32,Male,Working Professional,Management,7,9,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,
522,40-50,Female,Working Professional,Teaching,9,9,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,
523,26-32,Female,Working Professional,Teaching,9,7,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,
524,33-40,Female,Medical Professional aiding efforts against COVID-19,,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,,5,
525,40-50,Female,Entrepreneur,,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,,9,
526,33-40,Male,Working Professional,Government Employee,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,
527,26-32,Male,Working Professional,Other,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,
